language_name,language_synonym,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory
Krauatungalang ,"Thangquai, Kurnai, Krauatungalung, Brabralung, Braiakaulung, Bratauolung, Ganai, Tatungalung, Kroatungolung, Krow ithun koolo, Krauatungulung, Krowithunkoolo, Grawadungalung, Thangguai, man",-37.593152881406,148.33791294677,VIC
Bidawal ,"Bidhawal, Bidwell, Biduwul, Beddiwell, Bida:wal, Biduelli, Bidwelli, Bidwill, Birdawal, Birdhawal, Birtowall, Kwai dhang, Maap, Muk dhang, Birrdhawal, Bid, doo, wul, Bidooal, Bida, Brida, Bidwilli, Bida:wa:l, Mawp, Muk thang, Mukdhang, Mukthang",-37.383071074629,149.05298494852,NSW
Bidawal ,"Bidhawal, Bidwell, Biduwul, Beddiwell, Bida:wal, Biduelli, Bidwelli, Bidwill, Birdawal, Birdhawal, Birtowall, Kwai dhang, Maap, Muk dhang, Birrdhawal, Bid, doo, wul, Bidooal, Bida, Brida, Bidwilli, Bida:wa:l, Mawp, Muk thang, Mukdhang, Mukthang",-37.383071074629,149.05298494852,VIC
Peramangk ,"Marimejuna, Meraldi, Mereldi, Merildakald, Mount Barker tribe, Ngurlinjeri, Peramarma, Tarrawatta, Wangarainbula, Waugarainbula, Baramangg, Paramangk",-34.862567140121,138.89220035508,SA
Dyirringañ,"Djirringanj, Yuin, Djiringanj/Dyirringan, Dhurga, Djiringanj, Dyirringan, Thaua, Thawa, Walbanga, Wandandian, Dyirringany, Jiringayn, Jeringin, Djirringany",-36.693828821376,149.72159436095,NSW
Thawa ,"Yuin, Thaua/Thawa, Dhurga, Djiringanj, Dyirringan, Thaua, Walbanga, Wandandian, Baianga, Dhu:rga, Du:rga, Durga, Guyanagal, Guyangal yuin, Guyangalyuin, Katungal, Murring, Paienbera, Paiendra, Tadera manji, Tadermanji, Taua, Tauaira, Tharawal, Thauaira, Thoorga, Thurga, Dhawa",-37.167132688332,149.59883330164,NSW
Dhurga ,"Yuin, Djiringanj, Dyirringan, Thaua, Thawa, Walbanga, Wandandian, Thurga, Thoorga, Tindale, Wurm, Dhu:rga, Oates, Durga, Bugellimanji, Bargalia, Moruya tribe, Thauaira, Du:rga, Tharawal, Tadera manji, Guyanagal, Guyangal yuin, Murring, Katungal, Baianga, Paiendra, Paienbera",-35.619114492666,150.09470604586,NSW
Walbunja,"Walbanga, Yuin, Dhurga, Djiringanj, Dyirringan, Thaua, Thawa, Wandandian, Bargalia, Bugellimanji, Moruya tribe, Thoorga, Thurga, Bugellimangi",-35.823925238009,149.8854397623,NSW
Dharamba ,"Dhurga, Tharumba, Wandandian, Kurial yuin, Murraygaro, Jervis Bay tribe",-35.151015810515,150.34120060244,NSW
Dharawal,"Bidjigal, Dharrawal (Besold, 2013), Tharawal, Thurawal, Wodiwodi, Dariwal, Gujangal, Guyangal, Dharawa, Thurrawal, Turuwul, Turrubul, Turuwull, Turawal, Dharawal, Darawal, Mathews, Darawa:l, Carawal, Thurrawall, Turu wal, Ta ga ry, Five Islands tribe",-34.565765331679,150.67940742247,NSW
Ngangaruku,"Meru, Nganguruku, Ngawait, Erawirungand, Rankbirit, Ngintait, Ngaralta, Ngaiawung, Nkanguru, Ngangurugu",-34.831537401429,139.45140032475,SA
Gundungurra / Gandangara,"Burragorang, Gundungura, Gundaahmyro, Gundungorra, Cundunorah, Gundungari, Gundanora, Gurra gunga, Gungungurra, Gandanguurra",-34.397579064003,149.7244915143,NSW
Eora ,"Sydney, Iora, Gamaraygal, Iyora, Biyal Biyal, Eo ra, Ea ora, Yo ra, Kameraigal, Kem:arai, Kemmaraigal, Camera gal, Cammera, Camerray gal, Cam meray, Kemmirai gal, Gweagal, Bedia mangora, Gouia gul, Gouia, Botany Bay tribe, Wanuwangul, Kadigal, Caddiegal, Cadigal, Gadigal",-33.777724549407,151.17549734651,NSW
Kuringgai,"Cameeragal, Awabakal, Kameraigal, Karikal, Garigal",-33.406483198853,151.33422230501,NSW
Wanarruwa,"Wonarua, Awabakal, Wanarua, Wonnuaruah, Wannerawa, Wonnah Kuah",-32.239557993301,150.92482913718,NSW
Dharug / Darug,"Sydney, Dharuk, Other Australian Indigenous Languages, Dharuk etc, Daruk, Oharruk, Dharrok, Darrkinyung, Dharruk, Dharrook, Darrook, Broken Bay tribe",-33.889577865158,150.04841244489,NSW
Darkinyung ,"Darkinjung, Darkinung, Darkinjang, Darginyung, Darknung, Darkin nyoong, Darginjang",-33.035117239172,150.82870492608,NSW
Awabakal ,"Awabagal, Other Australian Indigenous Languages, Awaba, Kuri, Kuringgai, Lake Macquarie, Awarbukal, Arwarburkarl, Newcastle tribe",-33.055058071214,151.52667363956,NSW
KURNAI,"Kanai, Muk thang, Gaanay, Gunai, Kunnai, Brabralung, Braiakaulung, Bratauolung, Ganai, Krauatungalung, Tatungalung, Gunai group, Gurnai, Kurmai, Muk Thang, Kurnai, Cunni, Gooni, Gunna, Guna",-37.975109995794,146.97262467362,VIC
NGARRINDJERI ,"Ngarrindjeri, Narrinyeri, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Tanganukald, Warki, Alkaiyana, Koiyana, Kokkaiya, Korariga, Kororega, Kowrarega, Narrinjeri, Wathai yunu, Ngarinyeri, Narinyerrie, Narrinyerree, Narinjari, Yaralde",-35.758230670523,139.26910023753,SA
Ngayawang ,"Narrinyeri, Meru, Ngaiawung, Ngawait, Erawirungand, Rankbirit, Ngintait, Ngaralta, Nganguruku, Aiawong, Aiawung, Ajawung, Birta, Iawung, Karn brikolenbola, Moorunde, Moorundee, Moorundie, Murundi, Naiawu, Ngaiawang, Ngaijawa, Ngaiwung, Ngaiyau, Ngaiyawa, Nganjan, Nggauaiyo wangko, Nggauaiyowangke, Niawoo, Paruru, Peeita, Pieta, Pijita, Pitta, Wakanuwan, Ngayawung, Nggauaiyowangko, Moo rundee",-34.403292426699,139.50160299952,SA
Buibadjali ,"Buibatyalli, Wotjobaluk, Buiba tyalli, Buibatjali, Wotjo ba laiuruk, Wuttya bullak, Wuttyuballeak, buibaty alli, Wattyabullak, Woychibirik, Woitu bullar, Tjatijala, Tyatty alla, Djadjala, Iyattyala, Kurm me lak, Wimmera tribe, Gourrbaluk, Gnallba gootchyourl, Malikun ditj, Malleegunditch",-35.714872125901,142.4199042285,VIC
Gadubanud ,"Katubanut, Wild blacks, Yarro waetch, Pallidurgbarran",-38.618242636271,143.6440107312,VIC
Djargurd Wurrong ,"Tjarcote, Djargurdwurung, Kolakngat, Warn Tallin, Djagurd wurrung, Tjarn, coort nation, Tautgort, Tarrkoort, Jarcoort tribe, Jarncoort, Charcate, Jar goort nation, Tcharcate hoo, rong, Jahcourt, Tarcoort, Tjarcoort, Tarcote nation, Jarncote, Jarcote, Tantgort, Tcharcate, Tcharcote, Targurt, Targerat, Tant gurt, Dautgart, Dantgurt, Jarcort, Dant goort, Dantgourt, Jarcoot, Jarkoort, Jancourt tribe, Charcourt tribe, Jarcoort, Dyargurt, Jarcott, Danggurt, Djargurd, Janga, Jarcoota, Kolongulak language, Warn talling, Camperdown tribe, Warntalliin, Warn dhalanj, Warntaliin, Warn Talluin, Lantgurt",-38.175353962835,143.25681555616,VIC
Gaiwurrung ,"Kii wuurong, Kii, Gai wurung, Gai wurrung",-38.024063872674,142.34830506135,VIC
Koornkopanoot ,"Gurngubanud, Kuurn kopan noot tribe, Kuurn kopan noot kuurndit, Kuurn kopan noot, Kurn kopan nut, Kourn kopan, Kaurnkopan, Gurngobanud",-38.169915029948,142.32901973558,VIC
Bi:gwurrung ,"Peek Whurrung, Peek Whurrong, Big Wurrung, Port Fairy tribe, Peek whuurong, Peek whurrong, Peek whurrong kuurndit, Peek whurong, Peek whunrong, Peekwurru, Peek wuurong, Peak whurrong, Kelp Lip tribe, Bigwurung, Peek Whorung, Bi:gwurung, Peekwhuurong",-38.293845345763,142.27430709162,VIC
Yaraldi ,"Yaralde, Yaralde Tingar, Narrinyeri, Jaralde, Jaraldi, Jarildekald, Jarildi, Jarildikald, Lakalinyeri, Narrinyerree, Narrinjeri, Narrinyerrie, Pitta, Pitta pitta, Warawalde, Yalawarre, Yarilde, Yarildewallin, Yarrildie, Piccanini Murray people",-35.451318124135,139.37551354072,SA
Wirngilgnad dhalinanong ,"Wirngnilgnad dhalinanong, Wirngilg nad dhalinanong, Wirngill gnatt tallinanong",-38.488177395757,143.02113799013,VIC
Wulluwurrung ,"Wol, low, wer, to, ro, Wal, lo, er, rer tribe  Glenelg tribe, Woollo er rer tribe, Wollorerer, Wol lowen natives, Wol lore rer natives, lore, rer, Glenelg blacks, Wol lore rer, Wallowerer, Wool ler ware rong, Wol lore, conedeet, Woolowerong konedeet, Woolowero, Wuluwurru, Wulu wuru, Wuluwwui, Mooloo woorong, Mooko woorong, Wullu Wurrung/Wullu wurru",-37.843211116013,141.63423301855,VIC
Ngurai-illamwurrung ,"Ngurraiillam, Ngurelban, Ngurai illam wurrung, Worilum, Worilelum, Worileum, Woralelum, Wor rile lum, Wor rale lum, Worelelum, Wuy, u, roo, Gunn el ban, Gnurellean, Nouralung bula, Mour alung bula, Nguralung bula, Noorillim, Ngooraialum, Ngurilim, Oorai alum, Oorilim, Woo ral lim, Ooral lim, 3 Panyool, Paboinboolok, Pimpandoor, Panpandoor",-36.472809655537,145.08169255656,VIC
Jagwadjali ,"Richardson River tribe, Richardson Valley blacks",-36.321625541817,142.68466209577,VIC
Biwadjali,"Bewa tyalli, Bewa be watyalli",-36.305861371786,141.78568318654,VIC
Pirtpirtwurrung ,"Pirt pirt wurrung, Pirt kopan noot, Bird Bird Wurung, Birdbird wurrung",-37.413948711457,142.79881459185,VIC
Nundadjali ,"Nundatyalli, Howitts Mukjarawaint, Currs Brapkut appear to be variants of Nundadjali",-37.389334201401,141.80048331135,VIC
Wotjobaluk ,"Wutjabulak, Wudjubalug, Wotjoballuk, Wotjo baluk, Wotjo  balluk, Wotjoballaiuk, Wotjoballuck, Guli ballaiuk, Wutyuballeak tribes, Wuttyubullak, Wuttyabullak, Wotjo, Wotjobolak, Wotjobalek, Wutjubaluk, Wotjo tribe, Wotjo ba laiuruk, Wattyabullak, Woychibirik, Woitu bullar, Wotjobuluk, Watjo, Wudjubaluk, Wotjobalak, Wergaia, Wuttya bullak, Wuttyuballeak, Buibatjali, buibaty alli, Tjatijala, Tyatty alla, Djadjala, Iyattyala, Kurm me lak, Wimmera tribe, Gourrbaluk, Gnallba gootchyourl, Malikun ditj, Malleegunditch, Kulin",-35.724061376745,142.99956321435,VIC
Ngarkat ,"Ngargad, Ngarkut, Arkatko, Baine Hill tribe, Baripung, Beeripung, Beripar, Booripung, Boraipar, Boripar, Buripung, Deenbauraket, Doen baurarket, Doenbauraket, Duwinbarad, Duwinbarap, Duwinbaray, Jackalbarap, Jacke gilbrab, Jackegilbrab, Jakalbarap, Jakel baluk, Jakelbaluk, Mangkarupi, Merkani, Merkanie, Nalunghee, Ngalundji, Ngarkato, Ngerget, Ngerukati, Ngeruketi, Ratarapa, Tatiari, Thatiari, Tjakulprap, Wragarite, Wularuki, Ngargat, NGerget, Ngarket, Arakatko tribe, Darkat, Tatiara blacks, Tatiaria blacks, Tatiara tribe spoke the Nalunghee language according to Mathews 1898",-35.361135554837,140.35224473013,SA
Minjambuta ,"Taungurong, Daundwurrung, Mogullumbidj, Minyambuta, Mogul lumbitch",-36.810183716502,146.63419493943,VIC
Northern Tasmanian,"Tommeginne, North tribe, North Tasmania, North Tribe, Northern",-41.325050301738,146.03358210659,TAS
South-western Tasmanian,"Toogee, Southwest tribe, South West, Western",-43.400361179481,146.07128719242,TAS
Robbins Island Tasmanian,"Peerapper, Northwest tribe, North West, Western",-40.66698250636,144.95572693284,TAS
Circular Head Tasmanian,"Peerapper, Northwest tribe, North West, Northern",-40.856776077497,145.37373332699,TAS
Port Sorell Tasmanian,"Tommeginne, North tribe, North, Northern",-41.275548660291,146.56807260033,TAS
Piper River Tasmanian,"Pyemmairrener, Northeast tribe, North East, North eastern",-41.13581008719,147.40242949845,TAS
Little Swanport Tasmanian,"Paredarerme, Oyster Bay tribe, Oyster Bay, Mid eastern",-42.440638080356,147.95647320923,TAS
Oyster Bay Tasmanian,"Paredarerme, Oyster Bay tribe, Oyster Bay, Little Swanport, Mid eastern",-42.503566832078,147.76871481565,TAS
North-western Tasmanian,"Peerapper, Northwest tribe, Circular Head, North Western, Robbins Island, Northwest Tasmania, North West Tribe, Western",-41.245614266257,144.87214604609,TAS
North Midlands Tasmanian,"Tyerrernotepanner, North Midlands tribe, Mid eastern",-41.667699264837,147.18813337138,TAS
South-eastern Tasmanian,"Nuenonne, Southeast tribe, Southeast Tasmania, South East, South eastern",-43.225544401928,146.99773612688,TAS
Big River Tasmanian,"Lairmairrener, Big River tribe, Big River, Mid eastern",-42.425061457076,146.75888026301,TAS
Cape Portland Tasmanian,"Pyemmairrener, Northeast tribe, North East, North eastern",-41.082510683171,148.05932283459,TAS
Bibulman ,"Nyungar, Pipalman, Nyunga, Bibbulman, Beebulmun, Dibelman, Meeraman, Peopleman, Pibelmen, Bajongwongi, Bebleman, Bibalman, Bibbulmun, Bibilum, Bibu:lmoun, Bibulmun, Murram, Nurram, Peoplemen, Pepelman, Pibelman, Pibilum, Piblemen, Pipelman, Bibalman/Njungar",-34.418749139472,115.94663852823,WA
Balardong,"Balardung, Ballerdokking, Boyangura, Maiawongi, Mudila, Toode nunjer, Waljuk, Warranger, Warrangul, Baladon, Balardong, Balladong, Ballardon, Ballerdocking, Boijangura, Booyungur, Boyangoora, Mean anger, Meenung, Meernanger, Minang, Minnal Yungar, Minung, Mirnong, Mount Barker tribe, Mudi:a, Mudilja, Toodenunjer, Warrangle",-31.555545946533,117.13168711006,WA
Yuat ,"Nyungar, Iwat, Juat, Jurien Bay tribe, Yanchep tribe, Yuwat, Jabanwongi, Jaburu jungara, Juad, Minnalyungar, New Norcia tribe, Tirarop, Yuaát, Yuard, YuedMurara, Yued",-30.85744442145,115.91936123371,WA
Amangu ,"Amandyo, Amangoo, Champion Bay tribe, Ying, Emangu, Geraldton tribe, Jing, Merenji, Naakurdi, Njaagurdi, Nyaakurdi, Nyaakurti, Amangu/Njaagurdi, Nhaaguja, man",-29.47328681154,115.52982350353,WA
Watjanti ,"Watchandi, Nhanta, Kalaamaya, Watjanmay, Eaw, Galamaia, Jabururru, Jawan, Kalamaia, Kelamai, Natingero, Takalako, Yabro, Wadjandi, Watchandie, Watjandi, Nanda, Wadyandi, Watjandee, Wattandee, Wattandi, Jau, Yau, Buluguda, Bulgulu, Tamala, Daguda",-28.100476255867,114.68795698007,WA
Nhanda^ ,"Nhanta, Yinggarda, Eaw, Watjanti, An gaur die, Bulgulu, Buluguda, Daguda, Eau, Jau, Nandatharia, Nanta, Ngoogooja, Nunnagundee, Tamala, Watchandi, Watchandie, Watjandi, Yau, Yaw, Amangu, Wilunya",-26.724586274598,113.9743977381,WA
Buluguda ,"Malkana, Daguda, Damala, Malgana, Tamala, Bulguda, Nanda, Bulugurda, Jau, Yau, Eaw, Watjandi, Watchandi, Watchandie, Bulgulu",-26.05703503084,113.80529507395,WA
Malgana ,"Malkana, Buluguda, Daguda, Damala, Tamala, Madjana, Majanna, Maldjana, Malyana, Marlgana",-26.366889692615,114.38349712828,WA
Yingkarta ,"Ingada, Yinggarda, Angardie, Ingara, Inparra, Jinggarda, Mandi, Manthi, Tedei, Thirrily, Angaardi, Angaardie, Ingadi, Ingarda, Ingarra, Ingarrah, Inggadi, Inggarda, Ingra, Jaburu, Kakarakala, Kurudandi, YinggardaAngardie",-24.945648783161,114.53581854353,WA
Mirnang / Mineng,"Nyungar, Minang, Nyunga, Mearn anger, Meenun, Minnal Yungar, Mirnong, Mount Barker tribe, Meenung, Mining, Minninng, Minong, Minung, Mean anger, Meern anger",-34.721824435789,117.56463195428,WA
Maya ,"Maia, Majanna, Miah, Maja",-24.421954146867,114.33208128702,WA
Tharrkari ,"Dhargari, Tharrgari, Targari, Tharkarri, Dalgari, Dargari, Tarkari, Tarkarri, Tarlgarri, Tarugari, Thadgarri, Thargari, Tarl garri",-23.756546624791,114.96198555341,WA
Warriyangga ,"Warriyangka, Wariyangga, Malgaru, Malykaru, Warianga, Woorienga, Wadi, Wadiwangga, Wari wonga, Wariangga, Warienga, Wariengga, Wariwonga, Wariwongga, Warrijangga, Warriwonga, Woorenga, Worrienga, Wariyanga, iengga",-24.629701906581,115.77195356062,WA
Bayungu ,"Payungu, Baijungu, Binnigoora, Payu, Pinneegoora, Baijungo, Baiong, Baiung, Bajungu, Biong, Mulgarnoo, Paiunggu, Pajungu, Baiyungu",-23.20949389547,113.95209994077,WA
Burduna ,"Purduna, Boordoona, Buruna, Budina, Budoona, Buduna, Peedona, Pinneegooroo, Poodena, Poordoona, Puduna, Purduma, Wati Paruna, Bootena, Wati Puruna, Burdana",-23.047941011966,115.11520770261,WA
Thiin ,"Djiwarli, Denma, Dhiin, Tenma, Deen, Te:n, Teen, Teenma, Thenma, Thiinma",-23.71156576435,116.68011572516,WA
Thalanyji ,"Thalantji, Other Australian Indigenous Languages, Dhalandji, Dalandji, Djalandji, Inikurdira, Jinigudira, Talandji, Yinikurtira, Dalaindji, Dalangi, Dalanjdji, Dalendi, Djalandi, Djalendi, Mulgarnu, Talaindji, Talainji, Talandi, Talangee, Talanjee, Talanji, Talinje, Tallainga, Tallainji, Taloinga, Thalanji, Tal lainga, Jinigudera, Jinigura, Jiniguri, Jarungura",-22.522885548089,114.94086402115,WA
Jiwarli ,"Tjiwarli, Djiwarli, Djiwali, Dyiwarli, Guwari, Jiwali, Kuwari, Mantharta, Tai warli, Tjiwarliny, Jivali, Tci warli, Tjiwali, Tivali",-23.497306025591,115.90091904253,WA
Wardandi ,"Wartanti, Other Australian Indigenous Languages, Doonin, Jabaru, Belliman, Bunbury tribe, Dornderupwongy, Dunanwongi, Geographe Bay tribe, Kardegur, Vasse tribe, Wadarndi, Wadjandi, Yabaroo, ""Bunbury tribe"", Dardanup, Dordenup, ""Geographe Bay, Vasse tribe"", Kaiali, Kardagur, Nghungar, Wa:dandi, Wadandi, Wadarandee, Wadarndee, Waddarndi, Wardandie, Warttandee, Geographe Bay, Dor denup",-33.856929424119,115.4378526273,WA
Nhuwala ,"Ngoala, Noala, Nornamaronga, Jawanmala, Noalla, Noanamaronga, Noella, Nooanamaronga, Nooanamarongo, Nooela, Nuala, Nuela, Nunkaberi, Nuwala",-21.538836634658,115.686013235,WA
Jurruru ,"Tjurruru, Churoro, Djuroro, Joruro, Tchuraru, Tjuroro, Yankurangku, Choororo, Chooraroo, Djururu, Tjororo, Tjururu, Tjururo, Djururo, Dyururu",-23.232021787684,116.90722179422,WA
Pinikura,"Pinigura, Binnigoora, Pinneegoora, Biniguru, Binnigora, Binniguru, Pinikurra",-23.030559062165,116.37279498494,WA
Martuthunira ,"Other Australian Indigenous Languages, Martuyhunira, Mardathon, Mardatuna, Mardayunira, Mardudjungara, Mardudunera, Padupadu, Jawunmala, Maratunia, Mardadhunira, Mardadhuniya, Mardathoni, Mardathoonera, Mardathunera, Mardathunira, Mardatunera, Mardudhoonera, Mardudhunera, Mardudhunira, Marduduna, Marduthunira, Mardutunira, Marduyhunira, Martuthuniya, Martuyunira, Mardutunera",-21.405484350395,116.45087969332,WA
Kurrama ,"Other Australian Indigenous Languages, Gurama, Janari, Jardira, Kerama, Korima, Gurrama, Jana:ri, Jawunmara, Karama, Karima, Korama, Kurama, Yarnarri, Yinyjiwarnti Kurrama, Mijarranypa, Marntartka, Ngamangamara",-22.345409300705,117.12525608201,WA
Yindjibarndi ,"Yinjtjiparnrti, Burnugundi, Indjibandi, Jaurnmalu, Mandanjingu, Binjiebandie, Een ge pan ty, Indjiban, Indjibandje, Indjibandji, Ingibandi, Injibandi, Jana:ri, Jindiparndi, Jindjaparndi, Jindjibandi, Jindjibandji, Jindjibanji, Jindjiparndi, Kakardi, Mandanjong, Mardanjungu, Yanari, Yingiebandie, Yinjibarndi, Jindjibarndi, Yinytjiparnti, Ingi bandi, Mandanjongo",-21.737661452051,117.86817738925,WA
Ngarluma ,"Kymurra, Ngaluma, Gnalluma, Gnalooma, Gnalouma, Jaburarra, Jaburrara ngarluma, Karira Ngaluma, Naluma, Ngalama, Ngallooma, Ngalluma, Ngalooma, ""Nickol Bay"" tribe, Paljari, Qualluana, Ngar luma, Nickol Bay tribe",-20.982239359049,117.55639763374,WA
Kariyarra ,"Kariera, Kudjunguru, Kariara, Gariera, Gariyarra, Kaierra, Karriara, Karriarra, Kyeara, Kyreara, Minjiburu, Minjirbururu, Minjubururu, Paljarri, Minjiburu:",-20.870804946752,118.4788128607,WA
Kaniyang ,"Nyungar, Kaneang, Nyunga, Ganeang, Jabururru, Kunyung, Ganajang, Harvey, Jaburu, Jabururu, Ka:lbaranggara, Kaleap, Kaniyan, Kunjung, Quailup, Qualeup, Qualup, Uduc, Waal, Yobberore, Ganiyang, Ka:lbar anggara, Uduc Harvey tribe, Qua lup, g",-33.984155118722,116.69830213417,WA
Ngarla ,"Kudjunguru, Other Australian Indigenous Languages, Ngurla, Bedengo, Bidungo, Bidungu, Gnalla, Nga:la, Ngaea, Ngala, Ngalana, Ngerla, Ngirla, Ngoorla, Palatoj, Pardoo, Pedong, Peedona, Peedong, Pidungu, Pidong, Wanbarda",-20.26323035168,119.70523345191,WA
NOONGAR / NYOONGAR,"Nyungar, Nyunga, Wudjari, Njunga, Wudjarima, Wudjari:ma, Wuda, Wudja, Widjara, Warangu, Kwaitjman, Ngokwurring, Ngokgurring, Nunga, Njungar, Nonga, Yunga, Bremer Bay tribe, Yungar, Njungura, Karkar, Caskcar  Daran for Wudjari, Nyulnga",-32.922134838511,117.84001285205,WA
Janadjina ,Janadina,-24.735537440284,118.26741923302,WA
Watjanmay ,"Kalaamaya, Galamaia, Jabururru, Jawan, Kalamaia, Kelamai, Natingero, Takalako, Yabro",-30.429310013267,119.98744376942,WA
Southern Yingkarta,"Yinggarda, Tedei/Thirrily, Angardie, Ingada, Ingara, Inparra, Jinggarda, Mandi, Manthi, Tedei, Thirrily, Yingkarta, Tjoki, Choe kie, Chockie",-25.705950094913,114.93686429956,WA
Yapurarra ,"Jaburrara, Yaburara, Jaburara, Jaburrarra, Yaburarra, Jaburara ngaluma, Jaburrara ngarluma, Madoitja",-20.671515331012,116.68677815287,WA
Jadira ,"Kurrama, Jardira, Gurama, Janari, Kerama, Korima, Kawarindjari, Kawarandjari, Ka warandari, Kawarindjara, Kauarindarri, Kauarndhari, Garindjari",-21.845529866535,116.18847829586,WA
Goreng / Koreng,"Nyungar, Caracterrup, Corine, Kuriny, Qualup, Warangu, Bremer Bay tribe, Coreng, Cororan, Kaialiwongi, Kaleap, Ko:rengi, Kojonup, Kokar, Mongup, Stirling tribe, Warranger, Warrangle, Warrangoo, Coro ran",-34.011091763445,118.44081605385,WA
Nokaan ,"Noga:n, Nagadja, Nagodja, Ngadja, Akadja, Akady, Akadi, Wiludjanu",-27.243444841668,115.16803192805,WA
Bindjareb / Pinjarup,"Nyungar, Pindjarup, Nyunga, Binjarub, Bangoula, Banyoula, Banyowla, Bindjarub, Binjarab, Darbalung, Kuriwongi, Kurwongi, Murray tribe, Peejine, Penjarra, Pidjain, Pindjarap, Pinjarra, South West tribe, Woodarngup, Wooralgulla, Yaberoo",-32.898362129869,115.9165791161,WA
Wiilman ,"Nyungar, Wilmen, Wiilman, Wheelman, Wilmun, Jaburu, Jabururu, Weal, Weel, Weelabandi, Weil, Wi:lman, Will, Williams tribe",-33.14304707052,117.12823183806,WA
Wudjari ,"Nyungar, Wutjari, Nyunga  Daran",-33.667079883764,120.59190956003,WA
Wajuk ,"Nyungar, Whadjuk, Nyunga, Beelia, Beeloo, Derbal, Ilakuri wongi, Juadjag, Juadjek, Juadjuk, Karakata, Karrakatta, Minal njunga, Minalnjunga, Minnal Yungar, Mooro, Murram, Swan River Tribe, Wadjug, Whajak, Wadjuk, Wadjup, Whajook, Witja:ri, Witjari, Yooadda, Yooard, Yoongar, Yuard, Yuatjek, Yungar, Yungur, Minnal, Minaln junga:, Caractterup tribe",-31.981489428617,116.12390432562,WA
Kala Lagaw Ya^ ,"Kalaw Kawaw Ya/Kalaw Lagaw Ya, West Torres, Kalaw Kawaw Ya, Kala Lagaw Langgus, Yagar Yagar, Mabuiag, Kowrarega, Karualaig, Kala Lagaw Langgus Yagar Yagar, Kala Kawaw Ya, Gumulgal people, Torres Strait Islander language, Torres Strait Islander people, Western Torres Strait Language",-10.111847445993,142.1928891886,QLD
Kala Lagaw Ya^ ,"Kalaw Kawaw Ya/Kalaw Lagaw Ya, West Torres, Kalaw Kawaw Ya, Kala Lagaw Langgus, Yagar Yagar, Mabuiag, Kowrarega, Karualaig, Kala Lagaw Langgus Yagar Yagar, Kala Kawaw Ya, Gumulgal people, Torres Strait Islander language, Torres Strait Islander people, Western Torres Strait Language",-10.111847445993,142.1928891886,TSI
Wuthathi ,"Wuthati, Uradhi, Wotati, Wutati, Wotadi, Wudjadi",-12.022134656447,143.067117099,QLD
Koko Kai-kai,"Kai kai, Koko gajgaj, Gai gai, Gugu Gai Gai",-16.247314300433,145.4505725642,QLD
Uw Oykangand,"Uw Oykangand, Oykangand, Koko Wangkara, Kunjen, Kuantari, Kundara, Gundara, Goondarra, Wangara, Wanggara, Kokowanggara, Kokawan gar, Kokatabul, Kokodaue, Koko daua, Oikand",-15.599672237506,142.02121861265,QLD
Kuku Kulunggur ,"Kuku yalanji, Kokokulunggur, Djankun, Jungkurara, Kokojelandji, Kokowalandja, Muluridji, Wakara, Wulpura, Gulunggor, Gulunggur, Ialung, Ialuniu, Jalung, Jalunju, Koko Kulunggu, Koko yalung, Kulunggur, Ngarlkajee, Yalung, Yalunyu, Gugu Gulunggur",-16.432406351081,145.34370554198,QLD
Kuku Wakura,"Kuku, Wakura, Agwamin, Wakara, Kuku yalanji, Ewamin, Wakamon, Djankun, Jungkurara, Kokojelandji, Kokokulunggur, Kokowalandja, Muluridji, Wulpura, Gugu Wagara, Koko wogura, Kookoowarra, Kuku Wagara, Wakoora, Woggara, Wun yurika, Wagara",-16.670068136449,144.21642519173,QLD
Djabugay / Tjapukai^,"Dyaabugay, Dja:bugay, Djabuganjdji, Buluwai, Irukandjai, Dyabugay, Tjapukandji, Tjapukanja, Tjabogaitjandji, Tjabogaijanji, Kokonjunkulu, Kokonyungalo, Koko Tjumbundji, Hileman, Njakali, Nyakali, Tja:pukanja, Tjabogai tjandji, Tjabogai tjanji, Tcabogai tjanji, Toabogai tjani, Dyabugandyi, Tapelcay, Tuffelcey, Koko njunkulu, Koko nyungalo, Barron River dialect, Binggu",-16.737168486512,145.50845426914,QLD
Areba ,"Rip, Ngarap, Kurtjar, Araba/Areba/Rib, Araba, Kunggara, Rib, A:rap, Ariba, Aripa, Goodarra, Goongarra, Ngariba, Ngarab",-17.0096271893,142.2228132259,QLD
Kuku Djangun / Djungan,"Kuku, Djangun, Kuku yalanji, Djankun, Jungkurara, Kokojelandji, Kokokulunggur, Kokowalandja, Muluridji, Wakara, Wulpura, Kuku Jangkun, Djunggun, Djagun, Ngaikungu, Dyangun, Chungki, Dyangunbari, Djandnandi, Chunkunburra, Chunkunberry, Changunberries, Shanganburra, Kokotjangun, Kokomutju, Mutju, Ngaikungo, Ngaikungo i",-17.105885018916,144.96879177775,QLD
Bulway ,"Djabuganjdji, Buluwai, Irukandjai, Tjapukai, Buluwandji, Buluwandyi, Bulwandji, Bulwandyi, Buluwan dyi",-17.004461827063,145.56235239478,QLD
